ID,genotype,root_hair,oryzalin_treated,time,nuc_to_tip_length,tip_growth,root_hair_length
Wta10_17.3.27_3,WT,T3,yes,3,60.282,0.74,128.264
Wta10_17.3.27_3,WT,T3,yes,4,64.847,0,128.264
Wta10_17.3.27_3,WT,T3,yes,5,69.819,2.41,130.674
Wta10_17.3.27_3,WT,T3,yes,6,68.161,0.146,130.82
Wta10_17.3.27_3,WT,T3,yes,7,70.397,0.326,131.146
Wta10_17.3.27_3,WT,T3,yes,8,76.581,0.088,131.234
Wta10_17.3.27_3,WT,T3,yes,9,73.135,2.313,133.547
Wta10_17.3.27_3,WT,T3,yes,10,77.434,1.887,135.434
Wta10_17.3.27_3,WT,T3,yes,11,78.688,0.688,136.122
Wta10_17.3.27_3,WT,T3,yes,12,74.736,1.2,137.322
Wta10_17.3.27_3,WT,T3,yes,13,79.142,0.782,138.104
Wta10_17.3.27_3,WT,T3,yes,14,80.855,1.107,139.211
Wta10_17.3.27_3,WT,T3,yes,15,79.654,0.512,139.723
Wta10_17.3.27_3,WT,T3,yes,16,79.543,1.663,141.386
Wta10_17.3.27_3,WT,T3,yes,17,78.796,0.914,142.3
Wta10_17.3.27_3,WT,T3,yes,18,85.463,1.2,143.5
Wta10_17.3.27_3,WT,T3,yes,19,86.116,0.879,144.379
Wta10_17.3.28_2,WT,B1,no,0,60.332,0,190.284
Wta10_17.3.28_2,WT,B1,no,1,67.253,1.143,191.427
Wta10_17.3.28_2,WT,B1,no,2,56.975,1.207,192.634
Wta10_17.3.28_2,WT,B1,no,3,61.355,1.479,194.113
Wta10_17.3.28_2,WT,B1,no,4,61.28,0.633,194.746
Wta10_17.3.28_2,WT,B1,no,5,57.694,0.544,195.29
Wta10_17.3.28_2,WT,B1,no,6,55.169,1.481,196.771
Wta10_17.3.28_2,WT,B1,no,7,58.18,0.878,197.649
Wta10_17.3.28_2,WT,B1,no,8,57.253,2.113,199.762
Wta10_17.3.28_2,WT,B1,no,9,57.333,1.236,200.998
Wta10_17.3.28_2,WT,B1,no,10,55.682,-1,199.998
Wta10_17.3.28_2,WT,B1,no,11,55.975,0.309,200.307
Wta10_17.3.28_2,WT,B1,no,12,56.045,0.565,200.872
Wta10_17.3.28_2,WT,B1,no,13,55.944,0.605,201.477
Wta10_17.3.28_2,WT,B1,no,14,51.945,0.605,202.082
Wta10_17.3.28_2,WT,B1,no,15,53.447,0.606,202.688
Wta10_17.3.28_2,WT,B1,no,16,48.966,0.645,203.333
Wta10_17.3.28_2,WT,B1,no,17,48.131,0.868,204.201
Wta10_17.3.28_2,WT,B1,no,18,50.152,-0.038,204.163
Wta10_17.3.28_2,WT,B1,no,19,46.988,-0.018,204.145
Wta10_17.3.28_2,WT,B2,no,0,67.581,0,179.924
Wta10_17.3.28_2,WT,B2,no,1,70.294,1.748,181.672
Wta10_17.3.28_2,WT,B2,no,2,67.698,1.024,182.696
Wta10_17.3.28_2,WT,B2,no,3,69.079,1.074,183.77
Wta10_17.3.28_2,WT,B2,no,4,68.766,1.108,184.878
Wta10_17.3.28_2,WT,B2,no,5,66.632,0.878,185.756
Wta10_17.3.28_2,WT,B2,no,6,67.727,1.514,187.27
Wta10_17.3.28_2,WT,B2,no,7,64.135,0.795,188.065
Wta10_17.3.28_2,WT,B2,no,8,61.719,0,188.065
Wta10_17.3.28_2,WT,B2,no,9,62.861,0.956,189.021
Wta10_17.3.28_2,WT,B2,no,10,62.812,-1.192,187.829
Wta10_17.3.28_2,WT,B2,no,11,62.095,1.051,188.88
Wta10_17.3.28_2,WT,B2,no,12,69.391,0.446,189.326
Wta10_17.3.28_2,WT,B2,no,13,66.684,0,189.326
Wta10_17.3.28_2,WT,B2,no,14,69.381,0.115,189.441
Wta10_17.3.28_2,WT,B2,no,15,71.631,1.009,190.45
Wta10_17.3.28_2,WT,B2,no,16,70.666,0,190.45
Wta10_17.3.28_2,WT,B2,no,17,67.587,0.448,190.898
Wta10_17.3.28_2,WT,B2,no,18,67.745,0,190.898
Wta10_17.3.28_2,WT,B2,no,19,68.927,0.623,191.521
Wta10_17.3.28_2,WT,B3,no,0,61.815,0,152.341
Wta10_17.3.28_2,WT,B3,no,1,64.606,1.141,153.482
Wta10_17.3.28_2,WT,B3,no,2,64.365,1.554,155.036
Wta10_17.3.28_2,WT,B3,no,3,65.402,0.751,155.787
Wta10_17.3.28_2,WT,B3,no,4,65.939,1.376,157.163
Wta10_17.3.28_2,WT,B3,no,5,65.036,0.78,157.943
Wta10_17.3.28_2,WT,B3,no,6,65.603,-0.106,157.837
Wta10_17.3.28_2,WT,B3,no,7,63.698,1.812,159.649
Wta10_17.3.28_2,WT,B3,no,8,63.579,1.632,161.281
Wta10_17.3.28_2,WT,B3,no,9,62.62,0.106,161.387
Wta10_17.3.28_2,WT,B3,no,10,60.514,1.632,163.019
Wta10_17.3.28_2,WT,B3,no,11,61.944,2.235,165.254
Wta10_17.3.28_2,WT,B3,no,12,60.536,1.03,166.284
Wta10_17.3.28_2,WT,B3,no,13,62.517,0.106,166.39
Wta10_17.3.28_2,WT,B3,no,14,61.266,1.243,167.633
Wta10_17.3.28_2,WT,B3,no,15,61.052,1.064,168.697
Wta10_17.3.28_2,WT,B3,no,16,62.811,0.888,169.585
Wta10_17.3.28_2,WT,B3,no,17,57.221,1.302,170.887
Wta10_17.3.28_2,WT,B3,no,18,58.546,0.863,171.75
Wta10_17.3.28_2,WT,B3,no,19,56.122,1.256,173.006
Wta10_17.3.28_2,WT,B1,yes,0,51.26,0,208.718
Wta10_17.3.28_2,WT,B1,yes,1,54.164,-0.272,208.446
Wta10_17.3.28_2,WT,B1,yes,2,55.417,1.119,209.565
Wta10_17.3.28_2,WT,B1,yes,3,61.937,0,209.565
Wta10_17.3.28_2,WT,B1,yes,4,59.431,-0.028,209.537
Wta10_17.3.28_2,WT,B1,yes,5,59.386,0.274,209.811
Wta10_17.3.28_2,WT,B1,yes,6,59.635,0.302,210.113
Wta10_17.3.28_2,WT,B1,yes,7,60.734,0.906,211.019
Wta10_17.3.28_2,WT,B1,yes,8,61.44,0.879,211.898
Wta10_17.3.28_2,WT,B1,yes,9,71.768,0,211.898
Wta10_17.3.28_2,WT,B1,yes,10,72.424,-0.275,211.623
Wta10_17.3.28_2,WT,B1,yes,11,73.506,0.302,211.925
Wta10_17.3.28_2,WT,B1,yes,12,73.825,0.933,212.858
Wta10_17.3.28_2,WT,B1,yes,13,73.228,-0.631,212.227
Wta10_17.3.28_2,WT,B1,yes,14,75.64,0.302,212.529
Wta10_17.3.28_2,WT,B1,yes,15,75.557,0,212.529
Wta10_17.3.28_2,WT,B1,yes,16,76.983,1.018,213.547
Wta10_17.3.28_2,WT,B1,yes,17,77.291,0.19,213.737
Wta10_17.3.28_2,WT,B1,yes,18,76.042,-0.521,213.216
Wta10_17.3.28_2,WT,B1,yes,19,76.362,1.18,214.396
Wta10_17.3.28_2,WT,B2,yes,0,70.573,0,201.985
Wta10_17.3.28_2,WT,B2,yes,1,71.906,0.031,202.016
Wta10_17.3.28_2,WT,B2,yes,2,74.087,0.832,202.848
Wta10_17.3.28_2,WT,B2,yes,3,75.1,0.555,203.403
Wta10_17.3.28_2,WT,B2,yes,4,75.593,0.555,203.958
Wta10_17.3.28_2,WT,B2,yes,5,80.396,0.799,204.757
Wta10_17.3.28_2,WT,B2,yes,6,85.293,0.591,205.348
Wta10_17.3.28_2,WT,B2,yes,7,82.672,0.121,205.469
Wta10_17.3.28_2,WT,B2,yes,8,85.89,-0.121,205.348
Wta10_17.3.28_2,WT,B2,yes,9,85.813,0.52,205.868
Wta10_17.3.28_2,WT,B2,yes,10,87.203,0.713,206.581
Wta10_17.3.28_2,WT,B2,yes,11,88.759,0.121,206.702
Wta10_17.3.28_2,WT,B2,yes,12,93.455,1.042,207.744
Wta10_17.3.28_2,WT,B2,yes,13,90.19,0.434,208.178
Wta10_17.3.28_2,WT,B2,yes,14,88.279,0.643,208.821
Wta10_17.3.28_2,WT,B2,yes,15,86.894,-0.122,208.699
Wta10_17.3.28_2,WT,B2,yes,16,86.009,0.122,208.821
Wta10_17.3.28_2,WT,B2,yes,17,95.366,1.51,210.331
Wta10_17.3.28_2,WT,B2,yes,18,95.923,0.313,210.644
Wta10_17.3.28_2,WT,B2,yes,19,91.079,0.955,211.599
Wta10_17.3.28_2,WT,B3,yes,0,61.001,0,175.167
Wta10_17.3.28_2,WT,B3,yes,1,58.704,0.312,175.479
Wta10_17.3.28_2,WT,B3,yes,2,58.194,0.465,175.944
Wta10_17.3.28_2,WT,B3,yes,3,61.441,0.104,176.048
Wta10_17.3.28_2,WT,B3,yes,4,64.279,1.169,177.217
Wta10_17.3.28_2,WT,B3,yes,5,64.398,0.674,177.891
Wta10_17.3.28_2,WT,B3,yes,6,65.528,0.39,178.281
Wta10_17.3.28_2,WT,B3,yes,7,68.408,0.747,179.028
Wta10_17.3.28_2,WT,B3,yes,8,70.245,0.57,179.598
Wta10_17.3.28_2,WT,B3,yes,9,70.538,0.674,180.272
Wta10_17.3.28_2,WT,B3,yes,10,72.3,-0.674,179.598
Wta10_17.3.28_2,WT,B3,yes,11,72.08,0.569,180.167
Wta10_17.3.28_2,WT,B3,yes,12,71.343,1.063,181.23
Wta10_17.3.28_2,WT,B3,yes,13,74.215,0.959,182.189
Wta10_17.3.28_2,WT,B3,yes,14,75.463,-0.105,182.084
Wta10_17.3.28_2,WT,B3,yes,15,78.555,0.285,182.369
Wta10_17.3.28_2,WT,B3,yes,16,79.359,0.883,183.252
Wta10_17.3.28_2,WT,B3,yes,17,80.315,-0.313,182.939
Wta10_17.3.28_2,WT,B3,yes,18,79.441,0.597,183.536
Wta10_17.3.28_2,WT,B3,yes,19,80.315,1.559,185.095
IT3a4_17.3.30_1,iT3,T1,no,0,95.412,0,209.947
IT3a4_17.3.30_1,iT3,T1,no,1,91.926,3.08,213.027
IT3a4_17.3.30_1,iT3,T1,no,2,94.942,3.252,216.279
IT3a4_17.3.30_1,iT3,T1,no,3,93.708,4.244,220.523
IT3a4_17.3.30_1,iT3,T1,no,4,88.817,2.913,223.436
IT3a4_17.3.30_1,iT3,T1,no,5,88.308,3.832,227.268
IT3a4_17.3.30_1,iT3,T1,no,6,86.125,2.499,229.767
IT3a4_17.3.30_1,iT3,T1,no,7,85.826,3.082,232.849
IT3a4_17.3.30_1,iT3,T1,no,8,80.612,3.5,236.349
IT3a4_17.3.30_1,iT3,T1,no,9,81.646,2.92,239.269
IT3a4_17.3.30_1,iT3,T1,no,10,83.276,3.577,242.846
IT3a4_17.3.30_1,iT3,T1,no,11,87.643,2.917,245.763
IT3a4_17.3.30_1,iT3,T1,no,12,90.71,2.5,248.263
IT3a4_17.3.30_1,iT3,T1,no,13,96.298,3.414,251.677
IT3a4_17.3.30_1,iT3,T1,no,14,91.692,1.75,253.427
IT3a4_17.3.30_1,iT3,T1,no,15,90.864,2.25,255.677
IT3a4_17.3.30_1,iT3,T1,no,16,88.162,2.838,258.515
IT3a4_17.3.30_1,iT3,T1,no,17,85.712,2.329,260.844
IT3a4_17.3.30_1,iT3,T1,no,18,83.382,2.499,263.343
IT3a4_17.3.30_1,iT3,T1,no,19,86.287,4.247,267.59
IT3a4_17.3.30_1,iT3,B1,no,0,118.054,0,226.829
IT3a4_17.3.30_1,iT3,B1,no,1,121.246,1.307,228.136
IT3a4_17.3.30_1,iT3,B1,no,2,122.044,0.363,228.499
IT3a4_17.3.30_1,iT3,B1,no,3,128.56,1.787,230.286
IT3a4_17.3.30_1,iT3,B1,no,4,127.516,1.676,231.962
IT3a4_17.3.30_1,iT3,B1,no,5,131.084,0.821,232.783
IT3a4_17.3.30_1,iT3,B1,no,6,132.15,1.192,233.975
IT3a4_17.3.30_1,iT3,B1,no,7,135.752,3.576,237.551
IT3a4_17.3.30_1,iT3,B1,no,8,137.924,-1.522,236.029
IT3a4_17.3.30_1,iT3,B1,no,9,138.62,0.926,236.955
IT3a4_17.3.30_1,iT3,B1,no,10,139.326,3.688,240.643
IT3a4_17.3.30_1,iT3,B1,no,11,141.851,0,240.643
IT3a4_17.3.30_1,iT3,B1,no,12,140.671,1.192,241.835
IT3a4_17.3.30_1,iT3,B1,no,13,142.784,3.47,245.305
IT3a4_17.3.30_1,iT3,B1,no,14,143.317,-0.704,244.601
IT3a4_17.3.30_1,iT3,B1,no,15,144.115,2.006,246.607
IT3a4_17.3.30_1,iT3,B1,no,16,150.273,2.28,248.887
IT3a4_17.3.30_1,iT3,B1,no,17,145.589,0.704,249.591
IT3a4_17.3.30_1,iT3,B1,no,18,144.67,2.388,251.979
IT3a4_17.3.30_1,iT3,B1,no,19,135.875,2.006,253.985
IT3a4_17.3.30_1,iT3,B2,no,0,79.217,0,259.906
IT3a4_17.3.30_1,iT3,B2,no,1,80.433,3.636,263.542
IT3a4_17.3.30_1,iT3,B2,no,2,85.171,2.973,266.515
IT3a4_17.3.30_1,iT3,B2,no,3,88.337,4.573,271.088
IT3a4_17.3.30_1,iT3,B2,no,4,89.922,2.577,273.665
IT3a4_17.3.30_1,iT3,B2,no,5,90.433,4.302,277.967
IT3a4_17.3.30_1,iT3,B2,no,6,89.831,2.849,280.816
IT3a4_17.3.30_1,iT3,B2,no,7,88.26,3.334,284.15
IT3a4_17.3.30_1,iT3,B2,no,8,84.543,2.334,286.484
IT3a4_17.3.30_1,iT3,B2,no,9,83.762,3.912,290.396
IT3a4_17.3.30_1,iT3,B2,no,10,84.756,2.454,292.85
IT3a4_17.3.30_1,iT3,B2,no,11,86.312,2.341,295.191
IT3a4_17.3.30_1,iT3,B2,no,12,90.086,3.035,298.226
IT3a4_17.3.30_1,iT3,B2,no,13,91.865,3.621,301.847
IT3a4_17.3.30_1,iT3,B2,no,14,95.124,3.039,304.886
IT3a4_17.3.30_1,iT3,B2,no,15,100.307,4.119,309.005
IT3a4_17.3.30_1,iT3,B2,no,16,108.304,2.549,311.554
IT3a4_17.3.30_1,iT3,B2,no,17,111.306,2.745,314.299
IT3a4_17.3.30_1,iT3,B2,no,18,109.755,4.021,318.32
IT3a4_17.3.30_1,iT3,B2,no,19,108.446,3.925,322.245
IT3a4_17.3.30_1,iT3,B3,no,0,123.016,0,169.169
IT3a4_17.3.30_1,iT3,B3,no,1,124.072,2.943,172.112
IT3a4_17.3.30_1,iT3,B3,no,2,126.445,2.542,174.654
IT3a4_17.3.30_1,iT3,B3,no,3,130.365,2.358,177.012
IT3a4_17.3.30_1,iT3,B3,no,4,134.535,2.644,179.656
IT3a4_17.3.30_1,iT3,B3,no,5,126.938,2.746,182.402
IT3a4_17.3.30_1,iT3,B3,no,6,129.821,2.945,185.347
IT3a4_17.3.30_1,iT3,B3,no,7,132.811,2.842,188.189
IT3a4_17.3.30_1,iT3,B3,no,8,130.917,0.985,189.174
IT3a4_17.3.30_1,iT3,B3,no,9,133.409,2.25,191.424
IT3a4_17.3.30_1,iT3,B3,no,10,129.527,3.334,194.758
IT3a4_17.3.30_1,iT3,B3,no,11,125.57,0.784,195.542
IT3a4_17.3.30_1,iT3,B3,no,12,124.457,1.472,197.014
IT3a4_17.3.30_1,iT3,B3,no,13,128.337,4.021,201.035
IT3a4_17.3.30_1,iT3,B3,no,14,124.125,1.373,202.408
IT3a4_17.3.30_1,iT3,B3,no,15,121.04,2.06,204.468
IT3a4_17.3.30_1,iT3,B3,no,16,122.321,4.218,208.686
IT3a4_17.3.30_1,iT3,B3,no,17,128.236,1.568,210.254
IT3a4_17.3.30_1,iT3,B3,no,18,132.862,1.861,212.115
IT3a4_17.3.30_1,iT3,B3,no,19,131.06,4.023,216.138
IT3a4_17.3.30_1,iT3,B4,no,0,136.072,0,192.695
IT3a4_17.3.30_1,iT3,B4,no,1,136.744,1.836,194.531
IT3a4_17.3.30_1,iT3,B4,no,2,137.894,1.739,196.27
IT3a4_17.3.30_1,iT3,B4,no,3,141.833,3.504,199.774
IT3a4_17.3.30_1,iT3,B4,no,4,136.399,1.414,201.188
IT3a4_17.3.30_1,iT3,B4,no,5,138.499,3.404,204.592
IT3a4_17.3.30_1,iT3,B4,no,6,135.255,3.03,207.622
IT3a4_17.3.30_1,iT3,B4,no,7,138.57,2.135,209.757
IT3a4_17.3.30_1,iT3,B4,no,8,136.909,2.123,211.88
IT3a4_17.3.30_1,iT3,B4,no,9,143.566,2.38,214.26
IT3a4_17.3.30_1,iT3,B4,no,10,147.375,2.229,216.489
IT3a4_17.3.30_1,iT3,B4,no,11,143.447,2.214,218.703
IT3a4_17.3.30_1,iT3,B4,no,12,137.503,1.82,220.523
IT3a4_17.3.30_1,iT3,B4,no,13,145.004,3.331,223.854
IT3a4_17.3.30_1,iT3,B4,no,14,134.883,2.061,225.915
IT3a4_17.3.30_1,iT3,B4,no,15,126.729,1.983,227.898
IT3a4_17.3.30_1,iT3,B4,no,16,126.938,3.65,231.548
IT3a4_17.3.30_1,iT3,B4,no,17,121.919,3.017,234.565
IT3a4_17.3.30_1,iT3,B4,no,18,113.712,3.331,237.896
IT3a4_17.3.30_1,iT3,B4,no,19,103.724,4.124,242.02
IT3a4_17.3.30_1,iT3,T1,yes,0,69.437,0,253.273
IT3a4_17.3.30_1,iT3,T1,yes,1,62.977,0.673,253.946
IT3a4_17.3.30_1,iT3,T1,yes,2,62.1,0.321,254.267
IT3a4_17.3.30_1,iT3,T1,yes,3,55.669,0.607,254.874
IT3a4_17.3.30_1,iT3,T1,yes,4,55.55,-0.217,254.657
IT3a4_17.3.30_1,iT3,T1,yes,5,60.325,0.606,255.263
IT3a4_17.3.30_1,iT3,T1,yes,6,59.353,1.277,256.54
IT3a4_17.3.30_1,iT3,T1,yes,7,63.552,0.671,257.211
IT3a4_17.3.30_1,iT3,T1,yes,8,67.234,1.215,258.426
IT3a4_17.3.30_1,iT3,T1,yes,9,62.927,1.666,260.092
IT3a4_17.3.30_1,iT3,T1,yes,10,69.144,1.557,261.649
IT3a4_17.3.30_1,iT3,T1,yes,11,67.564,1.331,262.98
IT3a4_17.3.30_1,iT3,T1,yes,12,68.317,1.503,264.483
IT3a4_17.3.30_1,iT3,T1,yes,13,70.989,0.615,265.098
IT3a4_17.3.30_1,iT3,T1,yes,14,66.175,1.507,266.605
IT3a4_17.3.30_1,iT3,T1,yes,15,69.621,0.89,267.495
IT3a4_17.3.30_1,iT3,T1,yes,16,70.646,1.511,269.006
IT3a4_17.3.30_1,iT3,T1,yes,17,70.011,3.257,272.263
IT3a4_17.3.30_1,iT3,T1,yes,18,68.279,0.616,272.879
IT3a4_17.3.30_1,iT3,T1,yes,19,69.045,0.936,273.815
IT3a4_17.3.30_1,iT3,B1,yes,0,118.665,0,264.092
IT3a4_17.3.30_1,iT3,B1,yes,1,119.097,0.131,264.223
IT3a4_17.3.30_1,iT3,B1,yes,2,115.313,1.076,265.299
IT3a4_17.3.30_1,iT3,B1,yes,3,112.868,0.667,265.966
IT3a4_17.3.30_1,iT3,B1,yes,4,112.243,0.603,266.569
IT3a4_17.3.30_1,iT3,B1,yes,5,107.393,1.08,267.649
IT3a4_17.3.30_1,iT3,B1,yes,6,110.41,1.935,269.584
IT3a4_17.3.30_1,iT3,B1,yes,7,109.185,-0.063,269.521
IT3a4_17.3.30_1,iT3,B1,yes,8,106.144,2.476,271.997
IT3a4_17.3.30_1,iT3,B1,yes,9,111.701,-1.27,270.727
IT3a4_17.3.30_1,iT3,B1,yes,10,112.209,0.542,271.269
IT3a4_17.3.30_1,iT3,B1,yes,11,109.783,1.331,272.6
IT3a4_17.3.30_1,iT3,B1,yes,12,106.76,1.144,273.744
IT3a4_17.3.30_1,iT3,B1,yes,13,106.165,1.269,275.013
IT3a4_17.3.30_1,iT3,B1,yes,14,107.351,1.748,276.761
IT3a4_17.3.30_1,iT3,B1,yes,15,107.959,1.146,277.907
IT3a4_17.3.30_1,iT3,B1,yes,16,104.362,0.664,278.571
IT3a4_17.3.30_1,iT3,B1,yes,17,100.768,0.665,279.236
IT3a4_17.3.30_1,iT3,B1,yes,18,103.15,1.749,280.985
IT3a4_17.3.30_1,iT3,B1,yes,19,106.883,0.429,281.414
IT3a4_17.3.30_1,iT3,B2,yes,0,110.882,0,338.314
IT3a4_17.3.30_1,iT3,B2,yes,1,114.267,1.047,339.361
IT3a4_17.3.30_1,iT3,B2,yes,2,114.172,0.464,339.825
IT3a4_17.3.30_1,iT3,B2,yes,3,115.465,0.465,340.29
IT3a4_17.3.30_1,iT3,B2,yes,4,119.351,1.907,342.197
IT3a4_17.3.30_1,iT3,B2,yes,5,122.166,2.034,344.231
IT3a4_17.3.30_1,iT3,B2,yes,6,126.132,1.778,346.009
IT3a4_17.3.30_1,iT3,B2,yes,7,129.887,2.5,348.509
IT3a4_17.3.30_1,iT3,B2,yes,8,135.36,1.651,350.16
IT3a4_17.3.30_1,iT3,B2,yes,9,141.694,2.627,352.787
IT3a4_17.3.30_1,iT3,B2,yes,10,141.907,1.779,354.566
IT3a4_17.3.30_1,iT3,B2,yes,11,143.447,1.57,356.136
IT3a4_17.3.30_1,iT3,B2,yes,12,145.125,1.907,358.043
IT3a4_17.3.30_1,iT3,B2,yes,13,149.179,3.684,361.727
IT3a4_17.3.30_1,iT3,B2,yes,14,155.474,1.778,363.505
IT3a4_17.3.30_1,iT3,B2,yes,15,152.493,0.391,363.896
IT3a4_17.3.30_1,iT3,B2,yes,16,162.481,2.238,366.134
IT3a4_17.3.30_1,iT3,B2,yes,17,163.423,0.854,366.988
IT3a4_17.3.30_1,iT3,B2,yes,18,161.175,2.5,369.488
IT3a4_17.3.30_1,iT3,B2,yes,19,170.504,1.776,371.264
IT3a4_17.3.30_1,iT3,B3,yes,0,132.489,0,235.937
IT3a4_17.3.30_1,iT3,B3,yes,1,138.666,0.681,236.618
IT3a4_17.3.30_1,iT3,B3,yes,2,147.135,0.459,237.077
IT3a4_17.3.30_1,iT3,B3,yes,3,165.84,2.859,239.936
IT3a4_17.3.30_1,iT3,B3,yes,4,173.702,2.241,242.177
IT3a4_17.3.30_1,iT3,B3,yes,5,180.121,2.56,244.737
IT3a4_17.3.30_1,iT3,B3,yes,6,184.242,1.437,246.174
IT3a4_17.3.30_1,iT3,B3,yes,7,182.201,1.66,247.834
IT3a4_17.3.30_1,iT3,B3,yes,8,185.135,2.398,250.232
IT3a4_17.3.30_1,iT3,B3,yes,9,190.416,1.6,251.832
IT3a4_17.3.30_1,iT3,B3,yes,10,202.765,0.92,252.752
IT3a4_17.3.30_1,iT3,B3,yes,11,201.236,3.259,256.011
IT3a4_17.3.30_1,iT3,B3,yes,12,203.8,2.398,258.409
IT3a4_17.3.30_1,iT3,B3,yes,13,211.859,0.522,258.931
IT3a4_17.3.30_1,iT3,B3,yes,14,205.524,3.32,262.251
IT3a4_17.3.30_1,iT3,B3,yes,15,204.243,2.459,264.71
IT3a4_17.3.30_1,iT3,B3,yes,16,209.133,3.197,267.907
IT3a4_17.3.30_1,iT3,B3,yes,17,208.908,1.938,269.845
IT3a4_17.3.30_1,iT3,B3,yes,18,217.557,2.46,272.305
IT3a4_17.3.30_1,iT3,B3,yes,19,220.567,1.14,273.445
IT3a4_17.3.30_1,iT3,B4,yes,0,104.071,0,232.378
IT3a4_17.3.30_1,iT3,B4,yes,1,102.859,-0.12,232.258
IT3a4_17.3.30_1,iT3,B4,yes,2,111.047,2.024,234.282
IT3a4_17.3.30_1,iT3,B4,yes,3,116.35,2.537,236.819
IT3a4_17.3.30_1,iT3,B4,yes,4,116.7,2.942,239.761
IT3a4_17.3.30_1,iT3,B4,yes,5,121.186,1.65,241.411
IT3a4_17.3.30_1,iT3,B4,yes,6,122.76,3.067,244.478
IT3a4_17.3.30_1,iT3,B4,yes,7,117.312,1.914,246.392
IT3a4_17.3.30_1,iT3,B4,yes,8,129.652,3.075,249.467
IT3a4_17.3.30_1,iT3,B4,yes,9,135.489,2.818,252.285
IT3a4_17.3.30_1,iT3,B4,yes,10,142.25,1.905,254.19
IT3a4_17.3.30_1,iT3,B4,yes,11,147.201,1.92,256.11
IT3a4_17.3.30_1,iT3,B4,yes,12,151.393,3.586,259.696
IT3a4_17.3.30_1,iT3,B4,yes,13,155.085,3.066,262.762
IT3a4_17.3.30_1,iT3,B4,yes,14,150.515,2.425,265.187
IT3a4_17.3.30_1,iT3,B4,yes,15,157.462,2.431,267.618
IT3a4_17.3.30_1,iT3,B4,yes,16,161.347,2.298,269.916
IT3a4_17.3.30_1,iT3,B4,yes,17,163.132,2.302,272.218
IT3a4_17.3.30_1,iT3,B4,yes,18,166.699,1.025,273.243
IT3a4_17.3.30_1,iT3,B4,yes,19,170.344,2.305,275.548
IT3a4_17.3.30_3,iT3,T1,no,0,94.751,0,127.752
IT3a4_17.3.30_3,iT3,T1,no,1,99.408,2.622,130.374
IT3a4_17.3.30_3,iT3,T1,no,2,99.419,0.726,131.1
IT3a4_17.3.30_3,iT3,T1,no,3,100.357,1.808,132.908
IT3a4_17.3.30_3,iT3,T1,no,4,101.85,1.724,134.632
IT3a4_17.3.30_3,iT3,T1,no,5,99.283,2.084,136.716
IT3a4_17.3.30_3,iT3,T1,no,6,101.443,2.006,138.722
IT3a4_17.3.30_3,iT3,T1,no,7,98.36,1.366,140.088
IT3a4_17.3.30_3,iT3,T1,no,8,92.92,1.624,141.712
IT3a4_17.3.30_3,iT3,T1,no,9,92.791,1.356,143.068
IT3a4_17.3.30_3,iT3,T1,no,10,88.021,1.886,144.954
IT3a4_17.3.30_3,iT3,T1,no,11,82.051,0.452,145.406
IT3a4_17.3.30_3,iT3,T1,no,12,80.861,1.436,146.842
IT3a4_17.3.30_3,iT3,T1,no,13,80.531,1.796,148.638
IT3a4_17.3.30_3,iT3,T1,no,14,80.045,1.536,150.174
IT3a4_17.3.30_3,iT3,T1,no,15,81.622,2.084,152.258
IT3a4_17.3.30_3,iT3,T1,no,16,84.538,1.443,153.701
IT3a4_17.3.30_3,iT3,T1,no,17,85.36,1.269,154.97
IT3a4_17.3.30_3,iT3,T1,no,18,91.315,1.992,156.962
IT3a4_17.3.30_3,iT3,T1,no,19,89.37,1.541,158.503
IT3a4_17.3.30_3,iT3,T2,no,0,60.224,0,102.769
IT3a4_17.3.30_3,iT3,T2,no,1,58.05,1.973,104.742
IT3a4_17.3.30_3,iT3,T2,no,2,63.334,1.63,106.372
IT3a4_17.3.30_3,iT3,T2,no,3,60.9,1.248,107.62
IT3a4_17.3.30_3,iT3,T2,no,4,60.626,1.803,109.423
IT3a4_17.3.30_3,iT3,T2,no,5,62.529,1.907,111.33
IT3a4_17.3.30_3,iT3,T2,no,6,63.469,1.005,112.335
IT3a4_17.3.30_3,iT3,T2,no,7,62.655,1.942,114.277
IT3a4_17.3.30_3,iT3,T2,no,8,64.962,1.421,115.698
IT3a4_17.3.30_3,iT3,T2,no,9,67.216,1.492,117.19
IT3a4_17.3.30_3,iT3,T2,no,10,69.512,1.456,118.646
IT3a4_17.3.30_3,iT3,T2,no,11,69.589,1.734,120.38
IT3a4_17.3.30_3,iT3,T2,no,12,70.455,1.667,122.047
IT3a4_17.3.30_3,iT3,T2,no,13,68.87,1.775,123.822
IT3a4_17.3.30_3,iT3,T2,no,14,70.017,1.563,125.385
IT3a4_17.3.30_3,iT3,T2,no,15,67.507,1.973,127.358
IT3a4_17.3.30_3,iT3,T2,no,16,73.235,2.334,129.692
IT3a4_17.3.30_3,iT3,T2,no,17,74.266,0.729,130.421
IT3a4_17.3.30_3,iT3,T2,no,18,74.494,1.628,132.049
IT3a4_17.3.30_3,iT3,T2,no,19,71.729,2.079,134.128
IT3a4_17.3.30_3,iT3,T1,yes,0,86.412,0,161.009
IT3a4_17.3.30_3,iT3,T1,yes,1,83.909,0.336,161.345
IT3a4_17.3.30_3,iT3,T1,yes,2,84.668,0,161.345
